Id,Name,Rating,Author,Genre,Made with,Tags,Github_links,Url,Total ratings,Repo_Name,repoAge,forks,watchers,stars,openIssues,closedIssues,totalIssues,issuesOpenedLast6Months,AvgIssueCloseTime,commits,dateOfLastCommit,daysOfActivity,commitsInLast6Months,committersParticipation,assets_Images,assets_Audio,assets_3D Models,assets_Shaders,assets_Fonts,assets_Videos,assets_Tilemaps,tests_hasSomeTestFolder?,tests_Test Folders,tests_hasPotentialTestFiles?,tests_hasTestFiles,docs_HasDocs,llm_testing_Bug Related Activity,llm_testing_Testing Practices,llm_testing_Troubleshooting Practices,llm_testing_Contribution Practices,engine_EngineOrFramework
312,Evolution,4.5,Keiwan,Simulation,Unity,"artificial-intelligence,building,creatures,evolution,evolutionary-algorithm,genetic-algorithm,machine-learning,neural-network,Unity",https://github.com/keiwando/evolution,https://keiwan.itch.io/evolution,,evolution,3287,72,410,410,12,12,24,2,74.37,455,2025-10-03 17:13:14+00:00,3285,130,3,223,0,1,90,10,0,0,Yes,tests,Yes,Yes,Yes,Yes,No,No,No,Unity
4088,Evolution RTS,4.6,Scary le Poo,Strategy,"Wings3D,Adobe Photoshop",Real time strategy,https://github.com/EvolutionRTS/Evolution-RTS,https://forboding-angel.itch.io/evolution-rts,13.0,Evolution-RTS,4138,38,150,150,0,53,53,0,0.0,3126,2022-03-07 01:20:30+00:00,2828,0,31,3401,802,1,7,11,0,0,No,,Yes,,Yes,No,No,No,No,Unknown
9485,(Don't) explode yourself!,,Mirtilo,Platformer,?,"My First Game Jam,Open Source",https://github.com/murilocarrijosilva/explode,https://mirtilo-games.itch.io/dont-explode-yourself,,explode,1932,0,0,0,0,0,0,0,0.0,2,2020-06-21 22:16:55+00:00,0,0,1,12,6,0,0,1,0,0,No,,No,,No,No,No,No,No,Unity
10102,Faint Frontiers,,skydrifter,"Action,Survival","Godot,GIMP","2D,Godot,Hack and Slash,High Score,Isometric,Open Source,Pixel Art,Retro,Sci-fi",https://github.com/TP19/Faint-Frontiers,https://skydrifter.itch.io/faint-frontiers,,Faint-Frontiers,1837,1,2,2,0,0,0,0,0.0,23,2022-09-01 12:47:20+00:00,706,0,4,18,4,0,0,8,0,0,No,,No,,Yes,Yes,No,No,Yes,Unity
8795,"Candy ""Fake""",,Bamboo man,Puzzle,?,"2D,Open Source",https://github.com/DrMinh/fakecandy,https://drminh.itch.io/candy-fake,,fakecandy,1245,0,0,0,0,0,0,0,0.0,3,2022-05-10 11:37:26+00:00,0,0,1,20,0,0,0,0,0,0,No,,No,,No,No,No,No,No,Unknown
9433,Fargerfight Pong,,Juno Nguyen,Fighting,?,"Arcade,Local multiplayer,Minimalist,mobile,Open Source,pong",https://github.com/JunoNgx/fargerfight-pong,https://junongx.itch.io/fargerfight-pong,,fargerfight-pong,2397,0,1,1,0,0,0,0,0.0,6,2019-04-05 13:09:44+00:00,21,0,1,13,9,0,0,2,0,0,No,,No,,Yes,No,No,No,No,Unity
1847,FeedVid Live,4.7,Varun R.,Puzzle,"Three.js,Blender","3D,Atmospheric,Creepy,Escape Game,Horror,meta,Mystery,Parody,parser,Short",https://github.com/rameshvarun/feedvid-live,https://varunramesh.itch.io/feedvid-live,,feedvid-live,1038,1,3,3,0,0,0,0,0.0,5,2023-04-27 06:39:44+00:00,145,0,1,1,0,0,0,0,0,9,No,,Yes,,Yes,No,No,No,No,Unknown
10271,Final Bastion,4.0,?,Puzzle,?,"2D,Open Source,Pixel Art,Space",https://github.com/themangomago/FinalBastion-OpenJam2019,https://nimblebeastscollective.itch.io/final-bastion,1.0,FinalBastion-OpenJam2019,2200,0,1,1,0,0,0,0,0.0,19,2019-09-29 16:10:57+00:00,1,0,1,34,3,0,0,2,0,0,No,,No,,Yes,No,No,No,No,Unity
8968,FinalBoss,,AmberABR_oficial,"Action,Rhythm,Shooter",OpenFL,"8-Bit,Casual,Minimalist,Open Source,Pixel Art,Short,Singleplayer,Turn-Based Combat",https://github.com/AmberABR/FinalBoss,https://amberabr-oficial.itch.io/finalboss,,FinalBoss,1141,0,0,0,0,0,0,0,0.0,1,2022-08-21 21:51:03+00:00,0,0,1,41,43,0,0,4,0,0,No,,No,,No,No,No,No,No,Unity
8953,Fish vs tank,,Artem Shustov,Action,"Unity,Aseprite","2D,gamepad,Open Source,Pixel Art,Sound effects,sourcecode,Tanks,underwater,Unity",https://github.com/ArtemShustov/FishTank,https://artemshustov.itch.io/fish-vs-tank,,FishTank,589,0,0,0,0,0,0,0,0.0,2,2024-03-11 05:33:06+00:00,14,0,1,11,5,0,13,1,0,0,No,,No,,No,No,No,No,No,Unity
9586,Flixter,,Teamon,Shooter,Unity,"Casual,DRM Free,mobile,Open Source,Shoot 'Em Up,Space",https://github.com/Team-on/Flixter,https://teamon.itch.io/flixter,,Flixter,2369,1,4,4,0,0,0,0,0.0,168,2020-07-31 11:10:29+00:00,476,0,2,189,0,0,11,1,0,0,No,,No,,Yes,Yes,No,No,No,Unknown
4802,Fly Dangerous,,Racing,"Blender,Adobe Photoshop,Unity,Audacity","Arcade,competitive,Flight,hooning,Sci-fi,Singleplayer,Space,speed",A few minutes,https://github.com/jukibom/FlyDangerous,https://jukibom.itch.io/fly-dangerous,,FlyDangerous,1742,28,290,290,93,155,248,3,1099.08,1783,2025-08-25 10:29:01+00:00,1699,78,9,712,71,42,17,6,0,0,Yes,test,Yes,Yes,Yes,No,Yes,No,No,Unity
9126,Foma,,Sammy_T,Platformer,"Godot,LMMS","2D,Open Source,Pixel Art,Short,Side Scroller,Singleplayer",https://github.com/Sammy-T/Foma,https://sammy-t.itch.io/foma,,Foma,930,1,1,1,0,0,0,0,0.0,93,2023-05-02 01:12:31+00:00,41,0,1,394,11,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unity
9897,Food Dynasty,5.0,Kesomannen,Simulation,"Adobe Photoshop,Unity,Aseprite","Cozy,factory-builder,Food,Idle,Isometric,Low-poly,Open Source,Simple,Tycoon",https://github.com/Kesomannen/FoodDynasty,https://kesomannen69.itch.io/food-dynasty,1.0,FoodDynasty,852,1,6,6,0,0,0,0,0.0,101,2025-04-05 13:06:38+00:00,668,0,2,127,123,42,16,21,0,0,Yes,test,Yes,,Yes,No,No,No,No,Unity
10112,ForkOff,5.0,eeveeusr1,Simulation,Godot,"2D,Godot,Open Source,Top-Down,Tower Defense",https://github.com/evusr1/ForkOff_LGJ2023,https://eeveeusr1.itch.io/forkoff,1.0,ForkOff_LGJ2023,852,1,2,2,0,0,0,0,0.0,2,2023-06-06 18:49:00+00:00,0,0,1,17,0,0,0,0,0,0,No,,No,,No,No,No,No,No,Godot
10343,Formula 1 Game & Watch (Playdate + Windows + Mac),4.0,joyrider3774,Racing,"Playdate,SDL,Audacity,GIMP","1-bit,2D,Arcade,leaderboards,Open Source,Playdate,Retro,sourcecode",https://github.com/joyrider3774/formula1_playdate,https://joyrider3774.itch.io/forumla-1-game-watch-playdate,1.0,formula1_playdate,998,0,1,1,0,0,0,0,0.0,113,2024-11-13 00:28:45+00:00,671,0,1,22,2,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9569,Foxtrade,,raddanfea,"Adventure,Visual Novel",?,"Open Source,Open World,Singleplayer,Trading",https://github.com/raddanfea/foxtradeGame,https://raddanfea.itch.io/foxtrade,,foxtradeGame,1521,0,0,0,0,0,0,0,0.0,10,2022-06-22 21:55:42+00:00,319,0,1,51,12,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unity
9426,Francis Quest,4.0,atolVerderben,Role Playing,?,"2D,Open Source,Turn-Based Combat",https://github.com/atolVerderben/FrancisQuest,https://atolverderben.itch.io/francis-quest,1.0,FrancisQuest,3426,0,1,1,0,0,0,0,0.0,23,2019-04-01 04:30:19+00:00,1046,0,1,13,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9823,Frantic Fortunes,5.0,snootboop,"Visual Novel,Puzzle",Unity,"2D,Experimental,Funny,Open Source,Short,Surreal",https://github.com/Chikanz/Frantic-Fortune,https://snootboop.itch.io/frantic-fortunes,2.0,Frantic-Fortune,2191,0,1,1,0,0,0,0,0.0,27,2019-11-02 02:50:09+00:00,26,0,2,84,2,0,11,4,0,0,Yes,test,Yes,,Yes,No,No,No,No,Unknown
10189,Freaky Towers,4.7,Slava0135,Puzzle,"Piskel,Inkscape,Krita,Godot","2D,Arcade,Casual,Open Source,Physics,Tetris",https://github.com/Slava0135/Freaky-Towers,https://slava0135.itch.io/freaky-towers,3.0,Freaky-Towers,804,1,3,3,2,0,0,0,0.0,129,2023-08-03 09:15:25+00:00,8,0,2,18,3,0,0,3,0,0,No,,No,,Yes,No,No,No,No,Godot
6515,Freezing Knights,4.9,?,Role Playing,PICO-8,"2D,Co-op,JRPG,Local Co-Op,Local multiplayer,Multiplayer,PICO-8,Pixel Art,Retro,Turn-based",https://github.com/tinyevilwizard/FreezingKnights,https://tinyevilwizard.itch.io/freezing-knights,17.0,FreezingKnights,1008,1,9,9,0,0,0,0,0.0,18,2023-08-27 03:20:45+00:00,237,0,1,14,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
6431,Friday Night Funkin': Foned In,4.5,Phykro,Rhythm,"Haxe,OpenFL","Music,Touch-Friendly",https://github.com/Le-ECE/friday-night-funkin-foned-in,https://phykro.itch.io/fonedin,101.0,friday-night-funkin-foned-in,1651,3,4,4,0,0,0,0,0.0,582,2021-03-30 06:06:56+00:00,0,0,25,155,177,0,0,2,0,0,Yes,test,Yes,,Yes,No,Yes,No,No,Unity
5867,Friendly Fire,4.6,Edutastic Games,"Adventure,Platformer",?,"2D,Comedy,Fantasy,Metroidvania,Pixel Art",https://github.com/friendlyfiregame/friendlyfiregame,https://eduke.itch.io/friendly-fire,168.0,friendlyfiregame,1997,14,86,86,9,6,0,0,0.0,1607,2025-01-13 22:34:35+00:00,1731,0,15,148,60,0,0,0,0,0,Yes,test,Yes,Yes,Yes,Yes,No,No,No,Unity
9035,Frog Farmer,,Green Beanio,Survival,Unity,"mini-jam-106-frogs,Open Source",https://github.com/GreenBeanio/Frog-Farmer,https://greenbeani0.itch.io/frog-farmer,,Frog-Farmer,1242,0,0,0,0,0,0,0,0.0,5,2022-05-19 07:52:13+00:00,6,0,1,3,8,0,13,1,0,0,No,,No,,No,No,No,No,No,Unity
8918,Fruit Catcher,,Oriel,?,"Godot,Adobe Photoshop","Arcade,fruit,fruit-catcher,fun,Godot,Indie,Open Source,repetitive,sourcecode",https://github.com/Alkavraq/FruitCatcher,https://alkavraq.itch.io/fruit-catcher,,FruitCatcher,905,0,1,1,0,0,0,0,0.0,2,2023-04-14 20:41:50+00:00,0,0,1,12,3,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unity
8749,Two week Sprint : FSharp Shump,,hackerferret,?,?,"2D,fsharp,Godot,Open Source,shump",https://github.com/musicm122/FSharpShmup,https://hackerferret.itch.io/fsharp-shump,,FSharpShmup,1416,0,1,1,0,0,0,0,0.0,44,2021-12-29 03:13:55+00:00,39,0,1,905,56,0,0,1,0,0,No,,No,,No,No,No,No,No,Godot
9785,Fuga Alienígena,,Thiago Amaro,?,?,"Casual,infinite-runner,Open Source,Unity",https://github.com/ThiagoAmaro0/Fuga-Alien,https://thiagaramo.itch.io/fuga-alienigena,,Fuga-Alien,1373,0,0,0,0,0,0,0,0.0,9,2022-02-02 19:11:55+00:00,31,0,1,26,6,0,13,2,0,0,No,,No,,Yes,No,No,No,No,Unity
9615,Gabby,,"Potassium, K?","Educational,Role Playing,Visual Novel","Unity,Clip Studio Paint,Aseprite","dialogue,Game Design,library,Open Source,Tutorial,Unity",https://github.com/zdawson/gabby-dialogue-sample,https://potassium-k.itch.io/gabby,,gabby-dialogue-sample,1932,1,1,1,10,0,10,0,0.0,43,2021-12-22 22:00:26+00:00,549,0,1,60,0,0,13,1,0,0,No,,No,,Yes,No,No,No,No,Unity
5072,Galaxian DX (C64),5.0,Arlasoft,Shooter,?,"Arcade,Commodore 64,Cult Classic,Retro",https://github.com/1888games/GalaxianC64,https://arlagames.itch.io/galaxian-dx-c64,13.0,GalaxianC64,1462,1,10,10,1,0,1,0,0.0,50,2021-10-22 21:50:42+00:00,17,0,1,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unity
9723,Super Dario's Game of Life,,O Programador,"Simulation,Survival",Unity,"game-of-life,Open Source,Unity,youtube",https://github.com/oprogramadorreal/Game-of-Life,https://oprogramador.itch.io/dario-game-of-life,,Game-of-Life,1734,2,24,24,0,0,0,0,0.0,1,2021-05-19 20:42:31+00:00,133,0,1,21,0,13,2,1,0,0,No,,No,,Yes,No,No,No,No,Unity
9380,Debug Man,3.0,cloudmonkey,"Shooter,Action","Adobe Photoshop,Unity","2D,My First Game Jam,Open Source,Pixel Art,Sci-fi,Short,Singleplayer,Top down shooter,Unity",https://github.com/CloudMonkeyCoding/Game-Off-2021-Submission-Debug-Man,https://cloudmonkey.itch.io/debug-man,1.0,Game-Off-2021-Submission-Debug-Man,1405,0,1,1,0,0,0,0,0.0,14,2021-12-01 09:36:04+00:00,0,0,1,10,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
8793,512 B,,cmhv,Action,?,"Abstract,Arcade,Casual,DRM Free,Endless,High Score,Open Source,Singleplayer",https://github.com/cmhood/game512,https://cmhv.itch.io/512,,game512,364,0,0,0,0,0,0,0,0.0,2,2024-10-06 20:17:17+00:00,-1,0,1,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
10266,Conway's Life for Game Boy,5.0,NovaSquirrel,?,?,"Game Boy,Game Boy ROM,Homebrew,Open Source",https://github.com/NovaSquirrel/GameBoyLife,https://novasquirrel.itch.io/conways-life-for-game-boy,1.0,GameBoyLife,2748,0,8,8,0,0,1,0,0.0,6,2022-02-02 18:54:15+00:00,1406,0,1,0,0,0,0,0,0,0,No,,No,,No,No,No,No,No,Unknown
8820,GameDev.tv Jam 2024 Game,,Theoxeny,Action,"Godot,Aseprite,GIMP","2D,Casual,Godot,My First Game Jam,Open Source,Pixel Art,Singleplayer",https://github.com/Theosxenos/gamedevtv-jam-2024,https://theoxeny.itch.io/gamedevtv-jam-2024-game,,gamedevtv-jam-2024,499,0,1,1,0,0,0,0,0.0,39,2024-06-02 13:58:34+00:00,8,0,1,14,0,0,0,2,0,0,No,,No,,Yes,No,No,No,No,Unity
9270,Ganz VTuber Framework Demo,,ganthefan,Visual Novel,?,"3D,artificial-intelligence,Creative,desktop,Open Source,Unity,Virtual Reality (VR),vtube",https://github.com/ganeshsar/Ganz-VTuber-Framework-Unity,https://ganthefan.itch.io/ganz-vtuber-framework-demo,,Ganz-VTuber-Framework-Unity,731,4,24,24,0,0,0,0,0.0,9,2023-12-17 23:57:49+00:00,73,0,1,16,0,1,40,1,0,0,,,,,Yes,No,No,No,No,Unknown
10262,Genesis Megatetris,,DaniSC23,Puzzle,?,"16-bit,ascii,Black and White,Mega Drive,megadrive,Open Source,Retro,Sega Genesis,sega-megadrive,Tetris",https://github.com/danisc23/genesis-megatetris,https://danisc23.itch.io/genesis-megatetris,,genesis-megatetris,688,1,6,6,0,0,0,0,0.0,11,2025-06-07 11:11:46+00:00,566,2,1,2,3,0,0,0,0,0,No,,No,,Yes,Yes,No,No,No,Unknown
2288,Geographical Adventures,4.7,Sebastian Lague,?,?,?,https://github.com/SebLague/Geographical-Adventures,https://sebastian.itch.io/geographical-adventures,247.0,Geographical-Adventures,1321,524,3589,3589,29,37,66,1,0.0,77,2024-02-01 22:09:16+00:00,708,0,13,305,5,4,58,3,0,0,Yes,test; tests,Yes,,Yes,Yes,No,No,No,Unity
10225,Get That Bit,5.0,DanWaywell,Platformer,Godot,"2D,Godot,Open Source,Pixel Art",https://github.com/DanWaywell/get_that_bit,https://danwaywell.itch.io/get-that-bit,2.0,get_that_bit,681,1,1,1,0,0,0,0,0.0,104,2025-03-12 15:07:56+00:00,473,0,1,8,3,1,0,0,0,0,No,,No,,Yes,No,No,No,No,Godot
9296,Ghost Snap,,Mechanical Flower,?,"Inkscape,Godot,Blender","3D,First-Person,Godot,Open Source,Short,Singleplayer,snap,Spooky",https://github.com/MechanicalFlower/GhostSnap,https://mechanical-flower.itch.io/ghost-snap,,GhostSnap,802,2,16,16,1,0,1,0,0.0,100,2025-03-27 12:15:57+00:00,609,0,5,25,15,6,0,2,0,0,No,,No,,Yes,Yes,Yes,No,No,Unity
5253,Light Room ☼,5.0,⚪ Null Tale 🎴 🌿,Simulation,?,"Altgame,artgame,Cats,Creative,Effects,Experimental,Sandbox,Short,tool",https://github.com/NullTale/GiLight2D,https://nulltale.itch.io/light-room,10.0,GiLight2D,992,13,189,189,0,3,3,0,0.0,66,2025-05-09 20:06:41+00:00,842,1,1,1,2,0,6,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
10369,Goal Rush,5.0,CollectifBlueprint,Action,MonoGame,"Arcade,Fast-Paced,Football,Local multiplayer,Open Source,Twin Stick Shooter",https://github.com/CollectifBlueprint/GoalRush,https://collectifblueprint.itch.io/goal-rush,1.0,GoalRush,3166,2,6,6,0,0,0,0,0.0,35,2018-06-12 10:39:15+00:00,493,0,2,388,58,1,0,0,0,0,Yes,test,Yes,Yes,Yes,Yes,Yes,No,Yes,Unknown
9036,Flappy Bird (Godot Clone),,AndresTapa,Interactive Fiction,?,"Flappy Bird,Godot,Open Source",https://github.com/andresTapari/godot_flappy_bird,https://andrestapa.itch.io/flappy-bird-godot-clone,,godot_flappy_bird,1154,1,3,3,1,0,1,0,0.0,37,2022-09-08 12:10:47+00:00,30,0,4,47,10,0,0,3,0,0,No,,No,,Yes,No,No,No,No,Unity
10300,All Colors in Control v1.1.2,5.0,robot_wbw,Shooter,?,"2D,Godot,Low-poly,minigames,Music,Open Source,Singleplayer",https://github.com/linyangqi/godot_game-all_colors_in_control,https://linyangqi.itch.io/all-colors-in-control,1.0,godot_game-all_colors_in_control,1170,1,1,1,0,0,0,0,0.0,26,2022-11-18 13:14:29+00:00,117,0,1,35,11,0,0,12,0,0,No,,No,,Yes,No,No,No,No,Unknown
9850,Open Star Fighter,5.0,thelastflapjack,"Shooter,Action,Racing","Inkscape,Blender,Audacity,Godot","3D,Arcade,Flight,Godot,Open Source,Sci-fi,Space",https://github.com/thelastflapjack/godot_open_star_fighter,https://thelastflapjack.itch.io/open-star-fighter,2.0,godot_open_star_fighter,875,8,30,30,0,0,0,0,0.0,5,2023-05-20 11:27:40+00:00,5,0,1,25,4,4,0,1,0,0,No,,No,,Yes,No,No,No,No,Godot
9922,Open Target Shooter,4.0,thelastflapjack,"Shooter,Action","Inkscape,Blender,Krita,Audacity,Godot","3D,Godot,Open Source,Prototype,Short,Singleplayer,Third Person,Third-Person Shooter",https://github.com/thelastflapjack/godot_open_target_shooter,https://thelastflapjack.itch.io/open-target-shooter,2.0,godot_open_target_shooter,1129,7,57,57,1,3,4,1,0.0,37,2023-03-28 21:54:40+00:00,206,0,2,22,20,8,0,1,0,0,No,,No,,Yes,No,No,No,No,Godot
9300,An Interactive Boids Simulation,,SteveTheNinja,Simulation,Godot,"2D,boids,Godot,Open Source",https://github.com/kyrick/godot-boids-acceleration-structure,https://stevetheninja.itch.io/godot-boids,,godot-boids-acceleration-structure,2049,7,24,24,0,0,0,0,0.0,53,2021-08-15 02:34:57+00:00,535,0,2,19,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Godot
9260,Godot FOV algorithms for roguelikes,,AikonCWD,Adventure,?,"fov,Godot,Open Source,Roguelike,sourcecode,Tilemap",https://github.com/aikoncwd/Godot-FOV-algorithms-roguelike,https://aikoncwd.itch.io/godot-fov-algorithms-for-roguelikes,,Godot-FOV-algorithms-roguelike,719,2,20,20,0,1,1,0,0.0,5,2023-10-25 08:25:19+00:00,7,0,1,2,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Godot
290,good morning!,4.6,cnnmon,"Simulation,Puzzle","Unity,Paint Tool SAI","2D,artgame,Casual,Cute,First-Person,Life Simulation,Short,Unity",https://github.com/cnnmon/goodmorning,https://cnnmon.itch.io/goodmorning,,goodmorning,2401,0,25,25,0,0,0,0,0.0,45,2020-12-24 01:20:03+00:00,654,0,1,1,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9301,Gravity Hopper,,Light8ight,Platformer,"Unity,Aseprite","Colorful,Gravity,jumping,Open Source,Rotation,Unity,upgrades,watercolor",https://github.com/Light8ight/gravity-hopper,https://light8ight.itch.io/gravity-hopper,,gravity-hopper,850,0,2,2,0,0,0,0,0.0,7,2023-07-02 17:32:22+00:00,23,0,1,26,2,0,13,7,0,0,No,,No,,Yes,No,No,No,No,Unity
9205,Growing Concern,,Diefonk,?,"Pixelmator,Unity,Audacity","enbygamejam,Open Source",https://github.com/Diefonk/growing-concern,https://diefonk.itch.io/concern,,growing-concern,1982,0,0,0,0,0,0,0,0.0,4,2021-02-01 11:56:23+00:00,274,0,1,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9797,Goku Theft Auto,3.0,O Programador,"Action,Survival",Unity,"3D,dragon-ball,goku,grand-theft-auto,gta,Multiplayer,Open Source,Unity",https://github.com/oprogramadorreal/GTA,https://oprogramador.itch.io/goku-theft-auto,2.0,GTA,1671,4,26,26,0,0,0,0,0.0,1,2021-05-19 21:02:12+00:00,70,0,1,259,0,68,20,1,0,0,No,,Yes,,Yes,No,Yes,No,No,Unity
10001,Gun fighters,,Criticus,Action,?,"2D,cowboy,html,Local multiplayer,Open Source",https://github.com/LucasVelazquez/gun-fighters,https://criticus.itch.io/gun-fighters,,gun-fighters,1890,0,1,1,0,0,0,0,0.0,8,2021-07-18 19:05:29+00:00,349,0,1,8,5,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unknown
9159,Ham Smoker,,Morgan J. Sheridan,Puzzle,Godot,"2D,Clicker,Idle,Open Source,Pixel Art",https://github.com/PSI-Devv/Ham-Smoker,https://morganjsheridan.itch.io/ham-smoker,,Ham-Smoker,1309,0,1,1,0,0,0,0,0.0,9,2022-03-07 05:39:46+00:00,0,0,1,4,0,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unity
8812,Handtracking Physics Playerground,,SpatialCinematics,Simulation,?,"First-Person,hand-tracking,Oculus Quest,Open Source,Unity,Virtual Reality (VR)",https://github.com/Spatial-Cinematics/Handtracking-Physics,https://spatialcinematics.itch.io/handtracking-physics-playerground,,Handtracking-Physics,1992,1,4,4,0,0,0,0,0.0,42,2020-04-25 01:59:16+00:00,2,0,1,242,39,152,77,6,1,0,No,,Yes,,Yes,No,No,No,No,Unity
10252,Haunt or be Haunted,5.0,?,Action,"Krita,LMMS,Audacity,Godot,GIMP","Arcade,Difficult,Fast-Paced,Ghosts,Horror,Open Source,Singleplayer,time-management",https://github.com/riceisnice/haunt-or-be-haunted,https://astropippin.itch.io/haunt-or-be-haunted,1.0,haunt-or-be-haunted,2555,1,0,0,0,0,0,0,0.0,21,2018-10-08 12:04:22+00:00,0,0,1,33,3,0,0,0,0,0,No,,Yes,Yes,Yes,No,No,No,No,Godot
8995,Haxetris - A Tetris prototype for HaxeFlixel,,Harpwood Studio,Puzzle,OpenFL,"haxeflixel,Open Source,sourcecode,Tetris",https://github.com/harpwood/Haxeflixel---Haxetris,https://harpwood.itch.io/haxetris-game-prototype-for-haxeflixel,,Haxeflixel---Haxetris,1721,1,0,0,0,0,0,0,0.0,5,2022-11-26 13:52:55+00:00,676,0,1,3,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unity
10439,Hazy Road,,Mechanical Flower,Puzzle,Godot,"First-Person,Godot,Horror,Open Source,PSX (PlayStation),Retro,Short,Singleplayer",https://github.com/MechanicalFlower/HazyRoad,https://mechanical-flower.itch.io/hazy-road,,HazyRoad,644,0,5,5,0,0,0,0,0.0,65,2025-03-23 20:02:52+00:00,448,0,5,37,20,16,0,2,0,0,No,,No,,Yes,Yes,Yes,No,No,Unity
9434,Heal Royale,,?,Shooter,"Krita,Unity","battle-royale,Cyberpunk,Local multiplayer,Ludum Dare 42,Multiplayer,Open Source,Pixel Art,Top down shooter,Unity,Versus",https://github.com/Artars/HeayaleHeale,https://jpass.itch.io/heal-royale,,HeayaleHeale,2613,0,1,1,0,0,0,0,0.0,50,2019-09-12 17:45:29+00:00,397,0,3,173,9,1,1,5,0,0,No,,Yes,,Yes,No,No,No,No,Unity
1829,Helium Rain,4.5,Deimos Games,Simulation,Unreal Engine,"deimos-games,helium-rain,realistic,science,Sci-fi,Space,space-opera,Space Sim",https://github.com/arbonagw/HeliumRain,https://deimos-games.itch.io/helium-rain,39.0,HeliumRain,3366,114,765,765,0,0,0,0,0.0,4611,2020-06-29 07:01:08+00:00,1441,0,4,12,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unreal Engine
9092,Helping,,Jack,?,?,"hospital,Ludum Dare 51,nursing,Open Source",https://github.com/Moss255/helping,https://moss255.itch.io/helping,,helping,1100,0,0,0,0,0,0,0,0.0,29,2022-10-14 21:04:52+00:00,12,0,1,2,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,PixiJS
10152,holoVersus (Test Build),5.0,Zortoise,Fighting,"Godot,Aseprite","2D,Fangame,Godot,hololive,Local multiplayer,Open Source,p2p,Pixel Art,rollback,Versus",https://github.com/Zortoise/holoVersus,https://zortoise.itch.io/holoversus,4.0,holoVersus,1079,3,22,22,0,1,1,0,0.0,314,2023-12-24 10:45:00+00:00,427,0,1,430,160,0,0,5,0,0,No,,Yes,,Yes,No,No,No,No,Unknown
9829,Hoppy Woods,4.3,Carlos E. Pérez,Platformer,Godot,"2D,Godot,Open Source,Pixel Art,Retro,Short",https://github.com/OldManCharles/Hoppy-Woods,https://charlexmachina.itch.io/hoppy-woods,6.0,Hoppy-Woods,2147,3,13,13,0,0,0,0,0.0,76,2023-01-30 04:43:01+00:00,1167,0,1,217,19,0,0,2,0,0,No,,No,,Yes,No,No,No,No,Unknown
6551,house,4.7,canmom,Interactive Fiction,Twine,"fully-automated-luxury-communism,Transgender,Twine,Yuri",https://github.com/canmom/house-story,https://canmom.itch.io/house,45.0,house-story,2895,0,1,1,0,0,0,0,0.0,11,2017-11-02 03:52:47+00:00,0,0,1,1,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9747,Hoverboard,,Teamon,Racing,Unity,"DRM Free,hoverboard,Open Source,Physics",https://github.com/Team-on/hoverboard,https://teamon.itch.io/hoverboard,,hoverboard,2146,1,5,5,0,0,0,0,0.0,28,2019-11-25 23:55:31+00:00,4,0,1,219,16,83,104,11,0,0,No,,Yes,,Yes,Yes,No,No,No,Unknown
9382,Hunt the Wumpus: Godot Edition,5.0,Jaybee,Puzzle,Godot,"2D,Casual,Godot,Horror,Open Source,Pixel Art,Retro,Singleplayer,Survival Horror",https://github.com/Jayb333/hunt_the_wumpus,https://jayb33.itch.io/hunt-the-wumpus,1.0,hunt_the_wumpus,479,0,0,0,0,0,0,0,0.0,14,2024-07-01 15:27:08+00:00,17,0,1,8,8,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Godot
9041,HxFloppyBird - a game prototype for HaxeFlixel,,Harpwood Studio,?,OpenFL,"Flappy Bird,haxeflixel,Open Source,sourcecode",https://github.com/harpwood/HxFloppyBird,https://harpwood.itch.io/hxfloppybird,,HxFloppyBird,1430,1,0,0,0,0,0,0,0.0,3,2022-10-20 13:04:29+00:00,348,0,1,8,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unity
